Cidade;valortotal;categorias
DOURADO-SP;920.43;CAMA_MESA_BANHO|BEBIDAS|UTILIDADES_DOMESTICA|ELETRONICOS|INFORMATICA_ACESSORI|COOL_STUFF|ELETRODOMESTICOS|
SANTO ANTONIO DO MONTE-MG;1708.98;MOVEIS_DECORACAO|FERRAMENTAS_JARDIM|TELEFONIA|AUTOMOTIVO|BELEZA_SAUDE|ESPORTE_LAZER|UTILIDADES_DOMESTICA|PET_SHOP|
MARMELEIRO-PR;569.54;CAMA_MESA_BANHO|MOVEIS_DECORACAO|PAPELARIA|FASHION_BOLSAS_E_ACE|BRINQUEDOS|
BOA ESPERANCA DO SUL-SP;778.90;CAMA_MESA_BANHO|BELEZA_SAUDE|PAPELARIA|COOL_STUFF|UTILIDADES_DOMESTICA|INFORMATICA_ACESSORI|AUTOMOTIVO|
ITUETA-MG;448.89;CAMA_MESA_BANHO|INFORMATICA_ACESSORI|
PATROCINIO-MG;6734.64;AUTOMOTIVO|CAMA_MESA_BANHO|FERRAMENTAS_JARDIM|UTILIDADES_DOMESTICA|TELEFONIA|RELOGIOS_PRESENTES|FASHION_BOLSAS_E_ACE|INFORMATICA_ACESSORI|COOL_STUFF|MOVEIS_DECORACAO|BELEZA_SAUDE|ESPORTE_LAZER|PET_SHOP|ELETRONICOS|PAPELARIA|BRINQUEDOS|MOVEIS_ESCRITORIO|
MERCEDES-PR;213.90;CAMA_MESA_BANHO|UTILIDADES_DOMESTICA|
IGUARACU-PR;730.70;MOVEIS_DECORACAO|CAMA_MESA_BANHO|
ITABERAI-GO;982.09;CAMA_MESA_BANHO|MOVEIS_DECORACAO|ELETRONICOS|PET_SHOP|
CORNELIO PROCOPIO-PR;1921.28;CAMA_MESA_BANHO|TELEFONIA|COOL_STUFF|BEBIDAS|ESPORTE_LAZER|PAPELARIA|UTILIDADES_DOMESTICA|PERFUMARIA|FERRAMENTAS_JARDIM|MOVEIS_DECORACAO|FASHION_BOLSAS_E_ACE|BELEZA_SAUDE|
IRACEMAPOLIS-SP;1208.89;CAMA_MESA_BANHO|RELOGIOS_PRESENTES|TELEFONIA|MOVEIS_DECORACAO|PAPELARIA|ESPORTE_LAZER|FERRAMENTAS_JARDIM|UTILIDADES_DOMESTICA|AUTOMOTIVO|BRINQUEDOS|ELETRODOMESTICOS|
CAETE-MG;2085.27;CAMA_MESA_BANHO|MOVEIS_DECORACAO|UTILIDADES_DOMESTICA|TELEFONIA|RELOGIOS_PRESENTES|INFORMATICA_ACESSORI|BEBIDAS|BELEZA_SAUDE|PAPELARIA|MALAS_ACESSORIOS|BRINQUEDOS|ESPORTE_LAZER|
VIRGEM DA LAPA-MG;737.90;CAMA_MESA_BANHO|UTILIDADES_DOMESTICA|BELEZA_SAUDE|
CANANEIA-SP;427.67;CAMA_MESA_BANHO|RELOGIOS_PRESENTES|BELEZA_SAUDE|FERRAMENTAS_JARDIM|ESPORTE_LAZER|
SANTA LUZIA-PB;186.30;CAMA_MESA_BANHO|INFORMATICA_ACESSORI|UTILIDADES_DOMESTICA|MOVEIS_DECORACAO|
RIBEIRAO PIRES-SP;9069.90;CAMA_MESA_BANHO|MOVEIS_DECORACAO|FERRAMENTAS_JARDIM|ESPORTE_LAZER|MOVEIS_ESCRITORIO|RELOGIOS_PRESENTES|BELEZA_SAUDE|AUTOMOTIVO|INFORMATICA_ACESSORI|PAPELARIA|PERFUMARIA|BEBIDAS|MALAS_ACESSORIOS|TELEFONIA|ELETRODOMESTICOS|BRINQUEDOS|PET_SHOP|UTILIDADES_DOMESTICA|COOL_STUFF|
VENDA NOVA DO IMIGRANTE-ES;2349.03;CAMA_MESA_BANHO|MOVEIS_DECORACAO|TELEFONIA|MOVEIS_ESCRITORIO|BRINQUEDOS|RELOGIOS_PRESENTES|INFORMATICA_ACESSORI|FERRAMENTAS_JARDIM|BEBIDAS|PET_SHOP|PAPELARIA|
RODEIO BONITO-RS;212.80;CAMA_MESA_BANHO|BELEZA_SAUDE|
TOMBOS-MG;221.80;CAMA_MESA_BANHO|MOVEIS_DECORACAO|AUTOMOTIVO|
DELMIRO GOUVEIA-AL;1125.80;CAMA_MESA_BANHO|ESPORTE_LAZER|TELEFONIA|
TAIUVA-SP;256.54;CAMA_MESA_BANHO|MOVEIS_DECORACAO|ESPORTE_LAZER|
SAO JOSE DO RIO CLARO-MT;298.00;CAMA_MESA_BANHO|AUTOMOTIVO|
BRASIL NOVO-PA;265.00;CAMA_MESA_BANHO|TELEFONIA|
ALTONIA-PR;494.90;CAMA_MESA_BANHO|MOVEIS_DECORACAO|
DRACENA-SP;4264.20;CAMA_MESA_BANHO|FERRAMENTAS_JARDIM|MOVEIS_DECORACAO|RELOGIOS_PRESENTES|COOL_STUFF|ESPORTE_LAZER|TELEFONIA|BRINQUEDOS|UTILIDADES_DOMESTICA|AUTOMOTIVO|ELETRONICOS|ELETRODOMESTICOS|BELEZA_SAUDE|BEBIDAS|PAPELARIA|
PIUMA-ES;2071.28;CAMA_MESA_BANHO|ESPORTE_LAZER|RELOGIOS_PRESENTES|MOVEIS_DECORACAO|BRINQUEDOS|FERRAMENTAS_JARDIM|INFORMATICA_ACESSORI|AUTOMOTIVO|
CAMBUCI-RJ;1448.79;CAMA_MESA_BANHO|ESPORTE_LAZER|BELEZA_SAUDE|AUTOMOTIVO|FASHION_BOLSAS_E_ACE|
IGUABA GRANDE-RJ;2058.90;CAMA_MESA_BANHO|BELEZA_SAUDE|BEBIDAS|ESPORTE_LAZER|RELOGIOS_PRESENTES|AUTOMOTIVO|FASHION_BOLSAS_E_ACE|INFORMATICA_ACESSORI|MOVEIS_DECORACAO|ELETRONICOS|
CUNHA-SP;2815.22;CAMA_MESA_BANHO|UTILIDADES_DOMESTICA|MOVEIS_DECORACAO|COOL_STUFF|ELETRONICOS|BRINQUEDOS|BELEZA_SAUDE|AUTOMOTIVO|ESPORTE_LAZER|TELEFONIA|INFORMATICA_ACESSORI|
CACU-GO;982.68;CAMA_MESA_BANHO|PAPELARIA|RELOGIOS_PRESENTES|BEBIDAS|FERRAMENTAS_JARDIM|BELEZA_SAUDE|PERFUMARIA|
POCOS DE CALDAS-MG;13870.16;CAMA_MESA_BANHO|MOVEIS_DECORACAO|UTILIDADES_DOMESTICA|FERRAMENTAS_JARDIM|RELOGIOS_PRESENTES|ESPORTE_LAZER|PERFUMARIA|MOVEIS_ESCRITORIO|AUTOMOTIVO|ELETRONICOS|COOL_STUFF|BRINQUEDOS|CONSOLES_GAMES|BEBIDAS|MALAS_ACESSORIOS|PAPELARIA|INFORMATICA_ACESSORI|ELETRODOMESTICOS|BELEZA_SAUDE|PET_SHOP|TELEFONIA|FASHION_BOLSAS_E_ACE|
MATUPA-MT;871.17;CAMA_MESA_BANHO|TELEFONIA|ESPORTE_LAZER|BEBIDAS|
RIO FORMOSO-PE;215.60;CAMA_MESA_BANHO|AUTOMOTIVO|
NOVA GRANADA-SP;1632.87;BRINQUEDOS|CAMA_MESA_BANHO|MOVEIS_ESCRITORIO|RELOGIOS_PRESENTES|INFORMATICA_ACESSORI|TELEFONIA|ELETRONICOS|COOL_STUFF|BELEZA_SAUDE|UTILIDADES_DOMESTICA|MOVEIS_DECORACAO|
BAMBUI-MG;2117.83;CAMA_MESA_BANHO|AUTOMOTIVO|BEBIDAS|RELOGIOS_PRESENTES|PERFUMARIA|BELEZA_SAUDE|MOVEIS_DECORACAO|FASHION_BOLSAS_E_ACE|ESPORTE_LAZER|INFORMATICA_ACESSORI|
SABINOPOLIS-MG;271.28;CAMA_MESA_BANHO|FERRAMENTAS_JARDIM|TELEFONIA|
ITANHANDU-MG;1689.68;CAMA_MESA_BANHO|TELEFONIA|INFORMATICA_ACESSORI|UTILIDADES_DOMESTICA|COOL_STUFF|AUTOMOTIVO|ESPORTE_LAZER|BELEZA_SAUDE|
NOVA PETROPOLIS-RS;459.89;CAMA_MESA_BANHO|INFORMATICA_ACESSORI|ESPORTE_LAZER|PERFUMARIA|ELETRONICOS|TELEFONIA|
CRUZEIRO-SP;4251.11;CAMA_MESA_BANHO|BELEZA_SAUDE|FERRAMENTAS_JARDIM|MOVEIS_DECORACAO|MOVEIS_ESCRITORIO|RELOGIOS_PRESENTES|UTILIDADES_DOMESTICA|TELEFONIA|BEBIDAS|PAPELARIA|BRINQUEDOS|INFORMATICA_ACESSORI|PERFUMARIA|MALAS_ACESSORIOS|PET_SHOP|COOL_STUFF|ESPORTE_LAZER|ELETRONICOS|
CACONDE-SP;1583.29;CAMA_MESA_BANHO|BELEZA_SAUDE|RELOGIOS_PRESENTES|UTILIDADES_DOMESTICA|COOL_STUFF|
IGUATU-CE;3239.29;CAMA_MESA_BANHO|ELETRONICOS|AUTOMOTIVO|TELEFONIA|FASHION_BOLSAS_E_ACE|RELOGIOS_PRESENTES|CONSOLES_GAMES|MOVEIS_DECORACAO|INFORMATICA_ACESSORI|BEBIDAS|BELEZA_SAUDE|COOL_STUFF|
CARNEIRINHO-MG;234.60;CAMA_MESA_BANHO|AUTOMOTIVO|
ANCHIETA-ES;1983.80;CAMA_MESA_BANHO|COOL_STUFF|PERFUMARIA|ESPORTE_LAZER|CONSOLES_GAMES|RELOGIOS_PRESENTES|BELEZA_SAUDE|MALAS_ACESSORIOS|AUTOMOTIVO|UTILIDADES_DOMESTICA|
ARAPONGAS-PR;6102.08;CAMA_MESA_BANHO|MOVEIS_DECORACAO|ESPORTE_LAZER|PERFUMARIA|MOVEIS_ESCRITORIO|TELEFONIA|INFORMATICA_ACESSORI|UTILIDADES_DOMESTICA|RELOGIOS_PRESENTES|BELEZA_SAUDE|FERRAMENTAS_JARDIM|AUTOMOTIVO|
JAGUARUNA-SC;162.90;CAMA_MESA_BANHO|RELOGIOS_PRESENTES|
DIAMANTE DO NORTE-PR;291.35;CAMA_MESA_BANHO|ELETRONICOS|BEBIDAS|
MEDEIROS NETO-BA;660.24;CAMA_MESA_BANHO|FERRAMENTAS_JARDIM|TELEFONIA|AUTOMOTIVO|INFORMATICA_ACESSORI|
TAQUARITINGA DO NORTE-PE;2244.90;CAMA_MESA_BANHO|FERRAMENTAS_JARDIM|MOVEIS_DECORACAO|PERFUMARIA|BRINQUEDOS|
MORRO AGUDO-SP;1595.15;CAMA_MESA_BANHO|TELEFONIA|INFORMATICA_ACESSORI|ELETRODOMESTICOS|MOVEIS_DECORACAO|UTILIDADES_DOMESTICA|ESPORTE_LAZER|
CONCHAL-SP;1920.45;CAMA_MESA_BANHO|MOVEIS_DECORACAO|TELEFONIA|INFORMATICA_ACESSORI|UTILIDADES_DOMESTICA|BELEZA_SAUDE|PAPELARIA|RELOGIOS_PRESENTES|AUTOMOTIVO|FERRAMENTAS_JARDIM|
CACERES-MT;4274.40;CAMA_MESA_BANHO|BRINQUEDOS|MOVEIS_ESCRITORIO|BELEZA_SAUDE|INFORMATICA_ACESSORI|COOL_STUFF|PAPELARIA|BEBIDAS|UTILIDADES_DOMESTICA|ELETRONICOS|ESPORTE_LAZER|AUTOMOTIVO|RELOGIOS_PRESENTES|TELEFONIA|PET_SHOP|MOVEIS_DECORACAO|
CAFELANDIA-PR;1865.11;CAMA_MESA_BANHO|ELETRONICOS|ESPORTE_LAZER|TELEFONIA|BEBIDAS|RELOGIOS_PRESENTES|PAPELARIA|UTILIDADES_DOMESTICA|AUTOMOTIVO|
VITORIA DE SANTO ANTAO-PE;1757.15;CAMA_MESA_BANHO|MOVEIS_DECORACAO|RELOGIOS_PRESENTES|BRINQUEDOS|ESPORTE_LAZER|BELEZA_SAUDE|FASHION_BOLSAS_E_ACE|
MARITUBA-PA;1224.29;CAMA_MESA_BANHO|RELOGIOS_PRESENTES|COOL_STUFF|ELETRODOMESTICOS|CONSOLES_GAMES|FASHION_BOLSAS_E_ACE|BEBIDAS|AUTOMOTIVO|TELEFONIA|PET_SHOP|
RIO BONITO DO IGUACU-PR;462.80;CAMA_MESA_BANHO|ESPORTE_LAZER|AUTOMOTIVO|FASHION_BOLSAS_E_ACE|
FORMOSA-GO;4112.75;CAMA_MESA_BANHO|PERFUMARIA|TELEFONIA|RELOGIOS_PRESENTES|INFORMATICA_ACESSORI|UTILIDADES_DOMESTICA|BRINQUEDOS|COOL_STUFF|ESPORTE_LAZER|PAPELARIA|BELEZA_SAUDE|MOVEIS_DECORACAO|CONSOLES_GAMES|
CAMPINORTE-GO;712.99;CAMA_MESA_BANHO|TELEFONIA|ELETRONICOS|ELETRODOMESTICOS|BEBIDAS|
LAGUNA-SC;2214.64;CAMA_MESA_BANHO|ESPORTE_LAZER|COOL_STUFF|PERFUMARIA|ELETRONICOS|BELEZA_SAUDE|
INAJA-PE;369.40;CAMA_MESA_BANHO|COOL_STUFF|
MUTUM-MG;601.94;CAMA_MESA_BANHO|UTILIDADES_DOMESTICA|TELEFONIA|BRINQUEDOS|
CABEDELO-PB;547.70;CAMA_MESA_BANHO|FERRAMENTAS_JARDIM|MALAS_ACESSORIOS|MOVEIS_DECORACAO|
PARATY-RJ;1712.77;CAMA_MESA_BANHO|FERRAMENTAS_JARDIM|ESPORTE_LAZER|ELETRONICOS|INFORMATICA_ACESSORI|PAPELARIA|BELEZA_SAUDE|UTILIDADES_DOMESTICA|MOVEIS_ESCRITORIO|
GUAXUPE-MG;5648.08;CAMA_MESA_BANHO|UTILIDADES_DOMESTICA|MOVEIS_DECORACAO|INFORMATICA_ACESSORI|BRINQUEDOS|ESPORTE_LAZER|RELOGIOS_PRESENTES|PERFUMARIA|ELETRODOMESTICOS|AUTOMOTIVO|ELETRONICOS|BELEZA_SAUDE|TELEFONIA|PET_SHOP|
NOVA RUSSAS-CE;614.94;CAMA_MESA_BANHO|BEBIDAS|BRINQUEDOS|AUTOMOTIVO|FERRAMENTAS_JARDIM|BELEZA_SAUDE|
CRUZ DAS ALMAS-BA;1642.55;CAMA_MESA_BANHO|BELEZA_SAUDE|UTILIDADES_DOMESTICA|ESPORTE_LAZER|TELEFONIA|AUTOMOTIVO|
PINHALZINHO-SP;1300.42;CAMA_MESA_BANHO|BEBIDAS|BRINQUEDOS|AUTOMOTIVO|ELETRONICOS|PAPELARIA|ESPORTE_LAZER|INFORMATICA_ACESSORI|BELEZA_SAUDE|
SAO GABRIEL DO OESTE-MS;526.72;CAMA_MESA_BANHO|MOVEIS_DECORACAO|INFORMATICA_ACESSORI|TELEFONIA|ESPORTE_LAZER|ELETRONICOS|
ALTAMIRA-PA;4203.35;CAMA_MESA_BANHO|PERFUMARIA|TELEFONIA|MOVEIS_ESCRITORIO|COOL_STUFF|BRINQUEDOS|BELEZA_SAUDE|ELETRONICOS|FASHION_BOLSAS_E_ACE|BEBIDAS|MOVEIS_DECORACAO|ESPORTE_LAZER|UTILIDADES_DOMESTICA|AUTOMOTIVO|
LUNARDELLI-PR;214.89;CAMA_MESA_BANHO|BEBIDAS|
SAUDADE DO IGUACU-PR;263.79;CAMA_MESA_BANHO|RELOGIOS_PRESENTES|ELETRONICOS|AUTOMOTIVO|
ITAMONTE-MG;765.24;CAMA_MESA_BANHO|UTILIDADES_DOMESTICA|COOL_STUFF|INFORMATICA_ACESSORI|MOVEIS_DECORACAO|TELEFONIA|
LINS-SP;6740.20;MOVEIS_DECORACAO|FERRAMENTAS_JARDIM|TELEFONIA|MOVEIS_ESCRITORIO|RELOGIOS_PRESENTES|ESPORTE_LAZER|ELETRONICOS|COOL_STUFF|INFORMATICA_ACESSORI|BELEZA_SAUDE|AUTOMOTIVO|BEBIDAS|ELETRODOMESTICOS|PERFUMARIA|PET_SHOP|PAPELARIA|CAMA_MESA_BANHO|
PORANGABA-SP;166.39;CAMA_MESA_BANHO|AUTOMOTIVO|
ARARANGUA-SC;1414.85;MOVEIS_DECORACAO|CAMA_MESA_BANHO|COOL_STUFF|BEBIDAS|PAPELARIA|ESPORTE_LAZER|TELEFONIA|ELETRONICOS|UTILIDADES_DOMESTICA|INFORMATICA_ACESSORI|FASHION_BOLSAS_E_ACE|
JACIARA-MT;185.70;CAMA_MESA_BANHO|BEBIDAS|BELEZA_SAUDE|
SAO JOAQUIM DA BARRA-SP;3754.60;CAMA_MESA_BANHO|ESPORTE_LAZER|BEBIDAS|MOVEIS_ESCRITORIO|MOVEIS_DECORACAO|INFORMATICA_ACESSORI|UTILIDADES_DOMESTICA|MALAS_ACESSORIOS|PAPELARIA|BRINQUEDOS|AUTOMOTIVO|TELEFONIA|RELOGIOS_PRESENTES|BELEZA_SAUDE|
NOVA OLINDA DO MARANHAO-MA;346.40;CAMA_MESA_BANHO|ESPORTE_LAZER|BELEZA_SAUDE|
SEABRA-BA;982.50;CAMA_MESA_BANHO|INFORMATICA_ACESSORI|BELEZA_SAUDE|ESPORTE_LAZER|TELEFONIA|
ORTIGUEIRA-PR;623.40;MOVEIS_DECORACAO|CAMA_MESA_BANHO|RELOGIOS_PRESENTES|PAPELARIA|INFORMATICA_ACESSORI|BELEZA_SAUDE|
BARRA DE GUABIRABA-PE;486.40;CAMA_MESA_BANHO|RELOGIOS_PRESENTES|
ARAPOTI-PR;867.97;CAMA_MESA_BANHO|MOVEIS_ESCRITORIO|PET_SHOP|BELEZA_SAUDE|ESPORTE_LAZER|AUTOMOTIVO|
VARGEM-SP;78.80;CAMA_MESA_BANHO|TELEFONIA|
ARAPORA-MG;1060.39;CAMA_MESA_BANHO|ELETRONICOS|RELOGIOS_PRESENTES|
MANOEL RIBAS-PR;198.25;CAMA_MESA_BANHO|PET_SHOP|
TARABAI-SP;882.36;CAMA_MESA_BANHO|MOVEIS_ESCRITORIO|PET_SHOP|BEBIDAS|
UBAPORANGA-MG;288.78;MOVEIS_DECORACAO|BELEZA_SAUDE|
TIROS-MG;175.89;CAMA_MESA_BANHO|TELEFONIA|PAPELARIA|
PIRITIBA-BA;387.79;CAMA_MESA_BANHO|MOVEIS_DECORACAO|INFORMATICA_ACESSORI|AUTOMOTIVO|
PONTAL DO PARANA-PR;1084.26;CAMA_MESA_BANHO|INFORMATICA_ACESSORI|BELEZA_SAUDE|BRINQUEDOS|FASHION_BOLSAS_E_ACE|ESPORTE_LAZER|
IPABA-MG;1331.68;CAMA_MESA_BANHO|COOL_STUFF|BELEZA_SAUDE|PAPELARIA|INFORMATICA_ACESSORI|RELOGIOS_PRESENTES|
CLEMENTINA-SP;288.54;CAMA_MESA_BANHO|ELETRONICOS|MOVEIS_DECORACAO|
IBIRA-SP;739.83;CAMA_MESA_BANHO|UTILIDADES_DOMESTICA|INFORMATICA_ACESSORI|TELEFONIA|PAPELARIA|AUTOMOTIVO|
ITAPECERICA DA SERRA-SP;7238.12;MOVEIS_DECORACAO|CAMA_MESA_BANHO|UTILIDADES_DOMESTICA|FERRAMENTAS_JARDIM|ESPORTE_LAZER|RELOGIOS_PRESENTES|TELEFONIA|COOL_STUFF|INFORMATICA_ACESSORI|PAPELARIA|PERFUMARIA|CONSOLES_GAMES|BELEZA_SAUDE|BEBIDAS|BRINQUEDOS|AUTOMOTIVO|FASHION_BOLSAS_E_ACE|PET_SHOP|MALAS_ACESSORIOS|
MACEDONIA-SP;334.21;CAMA_MESA_BANHO|UTILIDADES_DOMESTICA|PET_SHOP|INFORMATICA_ACESSORI|
PONTA PORA-MS;1649.02;CAMA_MESA_BANHO|BRINQUEDOS|MOVEIS_DECORACAO|ELETRONICOS|PAPELARIA|UTILIDADES_DOMESTICA|COOL_STUFF|INFORMATICA_ACESSORI|BEBIDAS|ESPORTE_LAZER|
JAGUARE-ES;1024.05;CAMA_MESA_BANHO|ELETRONICOS|BRINQUEDOS|RELOGIOS_PRESENTES|FERRAMENTAS_JARDIM|ESPORTE_LAZER|UTILIDADES_DOMESTICA|
LAGOINHA-SP;306.98;CAMA_MESA_BANHO|MOVEIS_ESCRITORIO|
TEUTONIA-RS;1493.60;CAMA_MESA_BANHO|FERRAMENTAS_JARDIM|BEBIDAS|TELEFONIA|MOVEIS_ESCRITORIO|INFORMATICA_ACESSORI|BRINQUEDOS|PERFUMARIA|MOVEIS_DECORACAO|ESPORTE_LAZER|
ITAPEMA-SC;5097.34;CAMA_MESA_BANHO|MOVEIS_DECORACAO|ESPORTE_LAZER|UTILIDADES_DOMESTICA|TELEFONIA|MOVEIS_ESCRITORIO|FERRAMENTAS_JARDIM|AUTOMOTIVO|ELETRONICOS|COOL_STUFF|RELOGIOS_PRESENTES|BELEZA_SAUDE|INFORMATICA_ACESSORI|BEBIDAS|FASHION_BOLSAS_E_ACE|PAPELARIA|PET_SHOP|
CARRANCAS-MG;134.79;MOVEIS_DECORACAO|PAPELARIA|BELEZA_SAUDE|
PONTE NOVA-MG;5441.07;CAMA_MESA_BANHO|MOVEIS_DECORACAO|PERFUMARIA|COOL_STUFF|INFORMATICA_ACESSORI|MALAS_ACESSORIOS|RELOGIOS_PRESENTES|ESPORTE_LAZER|ELETRODOMESTICOS|BELEZA_SAUDE|FASHION_BOLSAS_E_ACE|FERRAMENTAS_JARDIM|BEBIDAS|PET_SHOP|BRINQUEDOS|MOVEIS_ESCRITORIO|
PRIMAVERA DO LESTE-MT;5515.27;CAMA_MESA_BANHO|RELOGIOS_PRESENTES|ESPORTE_LAZER|INFORMATICA_ACESSORI|COOL_STUFF|PET_SHOP|ELETRONICOS|UTILIDADES_DOMESTICA|BELEZA_SAUDE|MOVEIS_DECORACAO|BEBIDAS|AUTOMOTIVO|MOVEIS_ESCRITORIO|FASHION_BOLSAS_E_ACE|
SUMIDOURO-RJ;1214.88;CAMA_MESA_BANHO|COOL_STUFF|ESPORTE_LAZER|UTILIDADES_DOMESTICA|PERFUMARIA|ELETRONICOS|BEBIDAS|FERRAMENTAS_JARDIM|
IBIUNA-SP;2675.02;CAMA_MESA_BANHO|FERRAMENTAS_JARDIM|ESPORTE_LAZER|TELEFONIA|PET_SHOP|BRINQUEDOS|RELOGIOS_PRESENTES|BELEZA_SAUDE|ELETRONICOS|FASHION_BOLSAS_E_ACE|PAPELARIA|BEBIDAS|AUTOMOTIVO|PERFUMARIA|COOL_STUFF|
SAO SEBASTIAO DO CAI-RS;1462.72;CAMA_MESA_BANHO|TELEFONIA|MOVEIS_DECORACAO|ESPORTE_LAZER|PET_SHOP|ELETRONICOS|UTILIDADES_DOMESTICA|
ITABIRITO-MG;3247.94;MOVEIS_DECORACAO|FERRAMENTAS_JARDIM|UTILIDADES_DOMESTICA|INFORMATICA_ACESSORI|BEBIDAS|CONSOLES_GAMES|PAPELARIA|AUTOMOTIVO|CAMA_MESA_BANHO|RELOGIOS_PRESENTES|BELEZA_SAUDE|PET_SHOP|MALAS_ACESSORIOS|ESPORTE_LAZER|
ARIQUEMES-RO;1718.19;MOVEIS_DECORACAO|FERRAMENTAS_JARDIM|COOL_STUFF|PERFUMARIA|INFORMATICA_ACESSORI|ESPORTE_LAZER|BELEZA_SAUDE|AUTOMOTIVO|
SAO TIAGO-MG;499.27;MOVEIS_DECORACAO|TELEFONIA|CAMA_MESA_BANHO|RELOGIOS_PRESENTES|BELEZA_SAUDE|
SANTO ANASTACIO-SP;1609.63;MOVEIS_DECORACAO|FERRAMENTAS_JARDIM|MOVEIS_ESCRITORIO|COOL_STUFF|BEBIDAS|TELEFONIA|BELEZA_SAUDE|CAMA_MESA_BANHO|UTILIDADES_DOMESTICA|INFORMATICA_ACESSORI|
ARCOS-MG;4915.83;MOVEIS_DECORACAO|CAMA_MESA_BANHO|TELEFONIA|MOVEIS_ESCRITORIO|FERRAMENTAS_JARDIM|COOL_STUFF|BRINQUEDOS|BELEZA_SAUDE|ESPORTE_LAZER|RELOGIOS_PRESENTES|PERFUMARIA|FASHION_BOLSAS_E_ACE|BEBIDAS|INFORMATICA_ACESSORI|UTILIDADES_DOMESTICA|AUTOMOTIVO|
ASTORGA-PR;181.78;MOVEIS_DECORACAO|TELEFONIA|AUTOMOTIVO|ELETRODOMESTICOS|
BAEPENDI-MG;1409.04;MOVEIS_DECORACAO|RELOGIOS_PRESENTES|TELEFONIA|INFORMATICA_ACESSORI|BELEZA_SAUDE|
PARANAVAI-PR;6713.52;MOVEIS_DECORACAO|CAMA_MESA_BANHO|FERRAMENTAS_JARDIM|TELEFONIA|ESPORTE_LAZER|INFORMATICA_ACESSORI|BEBIDAS|PAPELARIA|MALAS_ACESSORIOS|RELOGIOS_PRESENTES|ELETRONICOS|BELEZA_SAUDE|PET_SHOP|UTILIDADES_DOMESTICA|AUTOMOTIVO|
FRUTAL-MG;3080.76;MOVEIS_DECORACAO|CAMA_MESA_BANHO|RELOGIOS_PRESENTES|BELEZA_SAUDE|ESPORTE_LAZER|ELETRONICOS|PERFUMARIA|BRINQUEDOS|FERRAMENTAS_JARDIM|PAPELARIA|MALAS_ACESSORIOS|UTILIDADES_DOMESTICA|
FAZENDA RIO GRANDE-PR;2299.35;MOVEIS_DECORACAO|PERFUMARIA|ESPORTE_LAZER|ELETRONICOS|COOL_STUFF|BEBIDAS|UTILIDADES_DOMESTICA|INFORMATICA_ACESSORI|PAPELARIA|RELOGIOS_PRESENTES|ELETRODOMESTICOS|AUTOMOTIVO|MOVEIS_ESCRITORIO|
ALPINOPOLIS-MG;651.78;MOVEIS_DECORACAO|BRINQUEDOS|RELOGIOS_PRESENTES|CAMA_MESA_BANHO|
IVINHEMA-MS;243.69;MOVEIS_DECORACAO|CAMA_MESA_BANHO|PET_SHOP|
GARRAFAO DO NORTE-PA;662.89;CAMA_MESA_BANHO|ESPORTE_LAZER|BRINQUEDOS|
DOIS CORREGOS-SP;1233.69;CAMA_MESA_BANHO|INFORMATICA_ACESSORI|UTILIDADES_DOMESTICA|TELEFONIA|PET_SHOP|COOL_STUFF|BELEZA_SAUDE|
CONCHAS-SP;839.45;CAMA_MESA_BANHO|TELEFONIA|ESPORTE_LAZER|BRINQUEDOS|INFORMATICA_ACESSORI|PAPELARIA|
SIMOES FILHO-BA;4559.48;CAMA_MESA_BANHO|RELOGIOS_PRESENTES|ELETRONICOS|INFORMATICA_ACESSORI|ESPORTE_LAZER|AUTOMOTIVO|ELETRODOMESTICOS|FERRAMENTAS_JARDIM|TELEFONIA|BELEZA_SAUDE|FASHION_BOLSAS_E_ACE|MOVEIS_DECORACAO|PAPELARIA|
HIDROLINA-GO;181.47;CAMA_MESA_BANHO|BELEZA_SAUDE|
LAGO DA PEDRA-MA;840.37;CAMA_MESA_BANHO|COOL_STUFF|BELEZA_SAUDE|RELOGIOS_PRESENTES|BEBIDAS|
IPOJUCA-PE;1503.31;CAMA_MESA_BANHO|PERFUMARIA|RELOGIOS_PRESENTES|MOVEIS_DECORACAO|ELETRONICOS|FASHION_BOLSAS_E_ACE|BRINQUEDOS|COOL_STUFF|INFORMATICA_ACESSORI|BEBIDAS|
RIBEIRAO-PE;316.40;CAMA_MESA_BANHO|UTILIDADES_DOMESTICA|ELETRODOMESTICOS|RELOGIOS_PRESENTES|
JACARE-SP;630.24;MOVEIS_DECORACAO|CAMA_MESA_BANHO|BRINQUEDOS|ESPORTE_LAZER|INFORMATICA_ACESSORI|BELEZA_SAUDE|
MACATUBA-SP;2984.64;MOVEIS_DECORACAO|TELEFONIA|FERRAMENTAS_JARDIM|INFORMATICA_ACESSORI|BEBIDAS|COOL_STUFF|ESPORTE_LAZER|AUTOMOTIVO|
PORANGATU-GO;2030.88;CAMA_MESA_BANHO|COOL_STUFF|RELOGIOS_PRESENTES|TELEFONIA|MOVEIS_ESCRITORIO|AUTOMOTIVO|BELEZA_SAUDE|FASHION_BOLSAS_E_ACE|BRINQUEDOS|FERRAMENTAS_JARDIM|
TOCANTINS-MG;670.48;MOVEIS_DECORACAO|FERRAMENTAS_JARDIM|ESPORTE_LAZER|RELOGIOS_PRESENTES|COOL_STUFF|
